manufacturer,model,source_grade,existing_sxm_profile,official_landing_url,findings,gaps,source_manifest,source_files,source_urls
Native Instruments,Traktor Kontrol S4 MK3,protocol-gap,False,https://docs.native-instruments.com/pdf-guides/traktor/TRAKTOR_KONTROL_S4_MK3_Manual_English_0719.pdf,"Owner manual describes native Traktor operation, not a MIDI address chart. NI employee MichaelK_NI explicitly confirms S4 MK3 never supported MIDI. Native overmapping is not proof of MIDI mode.",,ni-hercules-ah/s4-mk3/manifest.json,ni-hercules-ah/s4-mk3/manual.pdf | ni-hercules-ah/s4-mk3/ni-staff-midi-explanation.html,https://docs.native-instruments.com/pdf-guides/traktor/TRAKTOR_KONTROL_S4_MK3_Manual_English_0719.pdf | https://community.native-instruments.com/discussion/9022/why-does-the-s4mk3-still-not-have-midi-mode
Native Instruments,Traktor MX2,partial,False,https://docs.native-instruments.com/pdf-guides/traktor/Traktor_MX2_user_guide-en.pdf,Included because current official product page and downloads identify MX2. MIDI-mode support table says left SHIFT + right SHIFT; manual focuses on native Traktor behavior and has no numeric MIDI chart.,,ni-hercules-ah/mx2/manifest.json,ni-hercules-ah/mx2/manual.pdf | ni-hercules-ah/shared/ni-midi-mode.html,https://docs.native-instruments.com/pdf-guides/traktor/Traktor_MX2_user_guide-en.pdf | https://support.native-instruments.com/support/solutions/articles/69000880031-native-instruments-switching-your-controller-to-midi-mode
Native Instruments,Traktor X1 MK3,partial,False,https://docs.native-instruments.com/pdf-guides/traktor/Traktor_X1_MK3_Manual_English_0923.pdf,MIDI mode explicitly documented via SHIFT + Mode Select. No numeric address/channel/encoder/LED protocol table found in downloaded manual.,,ni-hercules-ah/x1-mk3/manifest.json,ni-hercules-ah/x1-mk3/manual.pdf,https://docs.native-instruments.com/pdf-guides/traktor/Traktor_X1_MK3_Manual_English_0923.pdf
Native Instruments,Traktor Z1 MK2,partial,False,https://docs.native-instruments.com/pdf-guides/traktor/Traktor_Z1_Manual_EN_30102024.pdf,Manual confirms MIDI mode via --- + menu buttons. Native four-deck switching does not establish MIDI layer addresses. No complete wire protocol table found.,,ni-hercules-ah/z1-mk2/manifest.json,ni-hercules-ah/z1-mk2/manual.pdf,https://docs.native-instruments.com/pdf-guides/traktor/Traktor_Z1_Manual_EN_30102024.pdf
Novation,Launch Control XL 3,ready-for-extraction,False,https://downloads.novationmusic.com/novation/launch-control-xl-3/launch-control-xl-3,"Programmer reference pp.5-17; p.9 address graphic visually checked; pp.9-10 input/relative modes, pp.11-15 feedback, pp.16-17 feature controls.",SXM cannot capture full screen/SysEx protocol. Source p.10 has overlapping Custom mode wording (8 vs9); p.17 global channel hexadecimal upper-bound typo conflicts with decimal. Preserve raw evidence and resolve those fields before implementation.,performance/manifest.json,performance/launch-control-xl-3/owner-guide.pdf | performance/launch-control-xl-3/programmer-reference-1.pdf,https://fael-downloads-prod.focusrite.com/customer/prod/downloads/launch_control_xl_3-pdf-en.pdf | https://fael-downloads-prod.focusrite.com/customer/prod/downloads/launch_control_xl_3_programmer_s_reference_guide-pdf_en.pdf
Novation,Launch Control XL MK1/MK2,partial,False,https://downloads.novationmusic.com/novation/launch/launch-control-xl-mk1mk2,Programmer reference pp.3-9; getting started guide supplied.,Excellent feedback specification but missing full factory input map; obtain template definitions or hardware capture before ready status.,performance/manifest.json,performance/launch-control-xl-legacy/programmer-reference.pdf | performance/launch-control-xl-legacy/supplemental-owner-guide.pdf,https://fael-downloads-prod.focusrite.com/customer/prod/downloads/launch_control_xl_programmer_s_reference_guide.pdf | https://fael-downloads-prod.focusrite.com/customer/prod/s3fs-public/downloads/Launch%20Control%20XL%20GSG%20v2.pdf
Novation,Launchpad Mini MK3,ready-for-extraction,False,https://downloads.novationmusic.com/novation/launchpad-mk3/launchpad-mini-mk3-0,Programmer reference pp.6-15; owner guide pp.19-23; default and Programmer layout diagrams.,Extract a mode-specific input map. SysEx and RGB feedback require richer representation.,performance/manifest.json,performance/launchpad-mini-mk3/owner-guide.pdf | performance/launchpad-mini-mk3/programmer-reference-1.pdf,https://fael-downloads-prod.focusrite.com/customer/prod/downloads/launchpad_mini_user_guide_v2-pdf-en.pdf | https://fael-downloads-prod.focusrite.com/customer/prod/s3fs-public/downloads/Launchpad%20Mini%20-%20Programmers%20Reference%20Manual.pdf
Novation,Launchpad Pro MK3,ready-for-extraction,False,https://downloads.novationmusic.com/novation/launchpad-mk3/launchpad-pro-mk3-0,Programmer reference pp.6-13; programmer layout p.8; DAW mode pp.14-18; owner guide Custom modes pp.29-32 and Appendix pp.59-62.,"Extract the fixed Programmer mode separately; custom templates require captured configuration. RGB, SysEx and aftertouch must not be forced into SXM Note/CC fields.",performance/manifest.json,performance/launchpad-pro-mk3/owner-guide.pdf | performance/launchpad-pro-mk3/programmer-reference-1.pdf,https://fael-downloads-prod.focusrite.com/customer/prod/s3fs-public/downloads/Launchpad%20Pro%20User%20Guide.pdf | https://fael-downloads-prod.focusrite.com/customer/prod/s3fs-public/downloads/LPP3_prog_ref_guide_200415.pdf
Novation,Launchpad X,ready-for-extraction,False,https://downloads.novationmusic.com/novation/launchpad-mk3/launchpad-x,"Programmer reference pp.6-15, particularly graphic map p.10 (visually inspected); owner guide default maps pp.37-39.",Retain MIDI versus DAW port and mode. Custom mode changes invalidate default assumptions; RGB SysEx and pressure exceed a plain Note/CC map.,performance/manifest.json,performance/launchpad-x/programmer-reference.pdf | performance/launchpad-x/owner-guide-1.pdf,https://fael-downloads-prod.focusrite.com/customer/prod/s3fs-public/downloads/Launchpad%20X%20-%20Programmers%20Reference%20Manual.pdf | https://fael-downloads-prod.focusrite.com/customer/prod/downloads/launchpad_x_user_guide_v2_en.pdf
Numark,Mixtrack Platinum FX,protocol-gap,False,https://www.numark.com/product/mixtrack-platinum-fx,USB MIDI documented; capacitive jog and display operation described without receive protocol.,"No complete manufacturer Note/CC address/channel chart or LED receive protocol was located in acquired documentation. Do not infer from USB MIDI compatibility or Serato mapping.; Deck/layer changes, jog resolution, displays, encoders and LED feedback need independent protocol documentation or hardware capture.",inmusic/manifest.json,inmusic/mixtrack-platinum-fx/MixTrackPlatinumFX-UserGuide-v1.2.pdf,https://cdn.inmusicbrands.com/Numark/vAC9uYWEnT/mtplfx/MixTrackPlatinumFX-UserGuide-v1.2.pdf
Numark,Mixtrack Pro FX,protocol-gap,False,https://www.numark.com/product/mixtrack-pro-fx,USB MIDI documented; pad modes described without address implementation.,"No complete manufacturer Note/CC address/channel chart or LED receive protocol was located in acquired documentation. Do not infer from USB MIDI compatibility or Serato mapping.; Deck/layer changes, jog resolution, displays, encoders and LED feedback need independent protocol documentation or hardware capture.",inmusic/manifest.json,inmusic/mixtrack-pro-fx/MixTrackProFX-UserGuide-v1.2.pdf,https://cdn.inmusicbrands.com/Numark/vAC9uYWEnT/mtprfx/MixTrackProFX-UserGuide-v1.2.pdf
Numark,NS4FX,protocol-gap,False,https://www.numark.com/product/ns4fx,"USB sends MIDI data to software. Pad modes and deck Layer functions described, with no address implementation.","No complete manufacturer Note/CC address/channel chart or LED receive protocol was located in acquired documentation. Do not infer from USB MIDI compatibility or Serato mapping.; Deck/layer changes, jog resolution, displays, encoders and LED feedback need independent protocol documentation or hardware capture.",inmusic/manifest.json,inmusic/ns4fx/NS4_FX_-_User_Guide_-_v1.3.pdf,https://www.numark.com/images/product_downloads/NS4_FX_-_User_Guide_-_v1.3.pdf
Numark,NS6II,protocol-gap,False,https://www.numark.com/product/ns6ii,Channel controls send MIDI only when Input Selector is PC; legacy user guide and quickstart both acquired.,"No complete manufacturer Note/CC address/channel chart or LED receive protocol was located in acquired documentation. Do not infer from USB MIDI compatibility or Serato mapping.; Deck/layer changes, jog resolution, displays, encoders and LED feedback need independent protocol documentation or hardware capture.",inmusic/manifest.json,inmusic/ns6ii/NS6II_-_Quickstart_Guide_-_v1.1.pdf | inmusic/ns6ii/NS6II-UserGuide-v1.1.pdf,https://www.numark.com/images/product_downloads/NS6II_-_Quickstart_Guide_-_v1.1.pdf | https://www.numark.com/images/product_downloads/NS6II-UserGuide-v1.1.pdf
Pioneer DJ,DDJ-FLX10,ready-for-extraction,False,https://support.alphatheta.com/en-US/articles/16716272919193,MIDI chart pp.1–7: numbered physical diagram; channel allocation; browse/transport/mixer/FX/pad and host feedback tables. Owner manual p179: other DJ software.,"Extract well-defined Note/CC controls and supported feedback first. Paired MSB/LSB pots/faders, pad/Shift channel groups, rich color feedback and jog/display behavior need richer schema or explicit exclusions.",pioneer-alphatheta/manifest.json,pioneer-alphatheta/ddj-flx10/owner-manual.pdf | pioneer-alphatheta/ddj-flx10/midi-implementation.pdf,https://downloads.support.alphatheta.com/manuals/DDJ_FLX10_DRI1822D_manual.pdf | https://downloads.support.alphatheta.com/software_info/dj-controllers/DDJ-FLX10/DDJ-FLX10_MIDI_Message_List_E1.pdf
Pioneer DJ,DDJ-FLX4,ready-for-extraction,False,https://support.alphatheta.com/en-US/articles/12267724407961,"MIDI chart pp.1–5: deck, mixer, browse, FX, performance-pad send/receive and settings. Owner manual p161: other DJ software.","Preserve 0x40-centered jog encoding, paired tempo CCs, Shift/pad modes. Chart p5 says BEAT SYNC transmits on release and FX ON/OFF lights/blinks with special receive semantics; do not assume every button uses identical press/LED rules. Vinyl mode is host-controlled.",pioneer-alphatheta/manifest.json,pioneer-alphatheta/ddj-flx4/owner-manual.pdf | pioneer-alphatheta/ddj-flx4/midi-implementation.pdf,https://downloads.support.alphatheta.com/manuals/DDJ_FLX4_DRI1804A_manual.pdf | https://downloads.support.alphatheta.com/software_info/dj-controllers/DDJ-FLX4/DDJ-FLX4_MIDI_message_List_E1.pdf
Pioneer DJ,DDJ-REV5,ready-for-extraction,False,https://support.alphatheta.com/en-US/articles/21326568940057,"MIDI chart pp.1–9: browse/transport/mixer/FX/pad maps with Shift, deck groups, send/receive values. Owner p131: MIDI MODE.",Paired high-resolution CCs and multiple performance-pad channels/modes exceed current simple profiles. Start with explicitly scoped transport/buttons and ordinary CCs; preserve color-number feedback limits.,pioneer-alphatheta/manifest.json,pioneer-alphatheta/ddj-rev5/owner-manual.pdf | pioneer-alphatheta/ddj-rev5/midi-implementation.pdf,https://downloads.support.alphatheta.com/manuals/DDJ_REV5_DRI1872B_manual.pdf | https://downloads.support.alphatheta.com/software_info/dj-controllers/DDJ-REV5/DDJ-REV5_MIDI_message_List_E1.pdf
Pioneer DJ,DDJ-REV7,ready-for-extraction,False,https://support.alphatheta.com/en-US/articles/4414650995737,"Current MIDI list E2 pp.1–7, not search-indexed older E1: channels, controls, FX modes, pad feedback. Owner pp101/105: AUTO/GENERAL MIDI mode and other DJ software.","Use E2 revision. Motorized platter and display integration is not established by a scalar control profile. Preserve hardware-only entries, FX-dependent controls, paired CCs and RGB feedback.",pioneer-alphatheta/manifest.json,pioneer-alphatheta/ddj-rev7/owner-manual.pdf | pioneer-alphatheta/ddj-rev7/midi-implementation.pdf,https://downloads.support.alphatheta.com/manuals/DDJ_REV7_DRI1713D_manual.pdf | https://downloads.support.alphatheta.com/software_info/dj-controllers/DDJ-REV7/DDJ-REV7_MIDI_message_List_E2.pdf
Pioneer DJ,DJM-A9,ready-for-extraction,False,https://support.alphatheta.com/en-US/articles/15916598774553,MIDI chart p1 diagram; pp2–6 transmit control matrix. Owner p57 USB/MIDI; p80 MIDI channel and transmission method settings.,"Good transmit-only profile candidate for ordinary mixer controls. The acquired chart does not define general host LED receive control. TIME uses an MSB/LSB pair and Timing Clock F8 is a system message, not a Note/CC. Owner p58: timing clock and START/STOP continue even with MIDI ON/OFF off; this is a documented transmit subset, not proof the hardware cannot receive MIDI.",pioneer-alphatheta/manifest.json,pioneer-alphatheta/djm-a9/owner-manual.pdf | pioneer-alphatheta/djm-a9/midi-implementation.pdf,https://downloads.support.alphatheta.com/manuals/DJM_A9_DRI1785B_manual.pdf | https://downloads.support.alphatheta.com/midi-mapping/dj-mixers/DJM-A9/DJM-A9_MIDI_Message_List_E_10.pdf
Pioneer DJ,DJM-S11,ready-for-extraction,False,https://support.alphatheta.com/en-US/articles/4404665542425,"MIDI chart p1 diagram; pp2–9 channel allocation, mixer, FX, pad/mode and receive tables. Manufacturer MIDI support page requires appropriate other-software utility setting.",Mode-dependent pad/FX controls and paired high-resolution CCs need scoped extraction; do not claim full touchscreen/Serato/native feature emulation.,pioneer-alphatheta/manifest.json,pioneer-alphatheta/djm-s11/owner-manual.pdf | pioneer-alphatheta/djm-s11/midi-implementation.pdf,https://downloads.support.alphatheta.com/manuals/DJM_S11_DRI1653B_manual.pdf | https://downloads.support.alphatheta.com/midi-mapping/dj-mixers/DJM-S11/DJM-S11_MIDI_Message_v100_E.pdf
Pioneer DJ,XDJ-RX3,ready-for-extraction,False,https://support.alphatheta.com/en-US/articles/4409181796121,"English MIDI chart pp.1–5: panel diagram, deck/mixer/pad/browse and LED/display tables.",Recovered English chart from current official support instead of the old Japanese search result. Exclude hardware-only entries; preserve pad layers/color numbers and jog/display semantics separately.,pioneer-alphatheta/manifest.json,pioneer-alphatheta/xdj-rx3/owner-manual.pdf | pioneer-alphatheta/xdj-rx3/midi-implementation.pdf,https://downloads.support.alphatheta.com/manuals/XDJ_RX3_DRI1702C_manual.pdf | https://downloads.support.alphatheta.com/software_info/all-in-one-dj-systems/XDJ-RX3/XDJ-RX3_MIDI_Message_List_E1.pdf
Rane,FOUR,protocol-gap,False,https://www.rane.com/downloads/,Deck source selects USB A/B MIDI destination; deck controls send MIDI only with source USB A or B. Custom pad mode is software MIDI-mappable.,"No complete manufacturer Note/CC address/channel chart or LED receive protocol was located in acquired documentation. Do not infer from USB MIDI compatibility or Serato mapping.; FOUR jogs are non-motorized. Jog data, screen feedback and hardware effects require separate protocol evidence; the owner guide does not establish scalar Note/CC mappings.",inmusic/manifest.json,inmusic/four/FOUR_-_User_Guide_-_v1.2.pdf,https://cdn.inmusicbrands.com/rane/four/FOUR%20-%20User%20Guide%20-%20v1.2.pdf
Rane,ONE,protocol-gap,False,https://www.rane.com/downloads/?legacy=true,Deck controls send MIDI only when deck source selector is USB A/B.,No complete manufacturer Note/CC address/channel chart or LED receive protocol was located in acquired documentation. Do not infer from USB MIDI compatibility or Serato mapping.; Motorized platter data requires separate protocol evidence; the owner guide does not establish scalar Note/CC mappings.,inmusic/manifest.json,inmusic/one/RANE-ONE-User-Guide-v1_5.pdf,https://cdn.inmusicbrands.com/rane/one/RANE-ONE-User-Guide-v1_5.pdf
Rane,PERFORMER,protocol-gap,False,https://www.rane.com/downloads/,Deck-source USB mode enables MIDI to chosen computer; guide describes on-device parameter encoder and displays without wire addresses.,"No complete manufacturer Note/CC address/channel chart or LED receive protocol was located in acquired documentation. Do not infer from USB MIDI compatibility or Serato mapping.; Motorized platter data, screen feedback and hardware effects require separate protocol evidence; the owner guide does not establish scalar Note/CC mappings.",inmusic/manifest.json,inmusic/performer/PERFORMER_-_User_Guide_-_v1.3.pdf,https://cdn.inmusicbrands.com/rane/performer/PERFORMER%20-%20User%20Guide%20-%20v1.3.pdf
Rane,SEVENTY-TWO MKII,protocol-gap,False,https://www.rane.com/downloads/?legacy=true,"Up to three custom pad sets via Serato hardware remapping; guide gives user operation, not protocol identifiers.","No complete manufacturer Note/CC address/channel chart or LED receive protocol was located in acquired documentation. Do not infer from USB MIDI compatibility or Serato mapping.; Touchscreen feedback, hardware effects and DVS audio behavior require separate protocol evidence; the owner guide does not establish scalar Note/CC mappings.",inmusic/manifest.json,inmusic/seventy-two-mkii/Seventy-Two_MKII-UserGuide-v1.4.pdf,https://cdn.inmusicbrands.com/rane/seventy-twoMKII/Seventy-Two_MKII-UserGuide-v1.4.pdf
Rane,TWELVE MKII,protocol-gap,False,https://www.rane.com/downloads/?product=Twelve%20MKII,"Owner guide recovered from official CDN. USB mode and DVS audio mode are distinct; manufacturer recommends RCA for DVS platter control alongside USB for Browse, Load/Instant Doubles and Hot Cues. Touch Strip switches Needle Drop/Hot Cue modes, and Deck Select chooses software deck.","No control address/channel or LED receive implementation chart appears in the owner guide.; DVS platter timecode is audio, outside scalar MIDI profiles. USB motorized-platter precision and screen protocol are not specified; do not infer scalar maps from behavior.",inmusic/manifest.json,inmusic/twelve-mkii/Twelve_MKII-UserGuide-v1.1.pdf,https://cdn.inmusicbrands.com/rane/twelveMKII/Twelve_MKII-UserGuide-v1.1.pdf
Reloop,Buddy,protocol-gap,False,https://www.reloop.com/reloop-buddy,English pp.2-6,Owner manual and general MIDI capability do not provide a full map. Request manufacturer control protocol or capture hardware messages; do not infer addresses from control numbers or MIDI clock output.,performance/manifest.json,performance/buddy/owner-guide.pdf,https://www.reloop.com/media/custom/upload/Reloop-243599_Reloop_IM.pdf
Reloop,Mixon 8 Pro,protocol-gap,False,https://www.reloop.com/reloop-mixon-8-pro,English pp.4-12,Owner manual and general MIDI capability do not provide a full map. Request manufacturer control protocol or capture hardware messages; do not infer addresses from control numbers or MIDI clock output.,performance/manifest.json,performance/mixon-8-pro/owner-guide.pdf,https://www.reloop.com/media/catalog/product/pdf/2/4/4/244789_Reloop_IM.pdf
Reloop,Neon,partial,False,https://www.reloop.com/reloop-neon,MIDI chart pp.1-9 (p.1 visually inspected); owner quick-start English pp.5-8.,Unspecified encoder pp values and RGB/LED value semantics need verification; chart has suspected copy errors (e.g. repeated Deck C/D SYNC addresses). Aftertouch messages are outside Note/CC schema.,performance/manifest.json,performance/neon/owner-guide.pdf | performance/neon/midi-chart-1.pdf,https://www.reloop.com/media/custom/upload/Reloop-232520_Reloop_IM.pdf | https://www.reloop.com/media/custom/upload/Reloop-NEON_MIDI-Map.pdf
Reloop,Ready,protocol-gap,False,https://www.reloop.com/reloop-ready,English pp.2-7,Owner manual and general MIDI capability do not provide a full map. Request manufacturer control protocol or capture hardware messages; do not infer addresses from control numbers or MIDI clock output.,performance/manifest.json,performance/ready/owner-guide.pdf,https://www.reloop.com/media/catalog/product/pdf/2/4/3/243598_Reloop_IM.pdf
Roland,DJ-202,protocol-gap,False,https://www.roland.com/global/support/by_product/dj-202/owners_manuals/,Owner pp.4-7; supplemental Operating the DJ-202 guide supplied,Owner manual and general MIDI capability do not provide a full map. Request manufacturer control protocol or capture hardware messages; do not infer addresses from control numbers or MIDI clock output.,performance/manifest.json,performance/dj-202/owner-guide.pdf | performance/dj-202/supplemental-owner-guide.pdf,https://static.roland.com/assets/media/pdf/DJ-202_Startup_Guide_eng03_W.pdf | https://static.roland.com/assets/media/pdf/DJ-202_eng03_W.pdf
Roland,DJ-505,protocol-gap,False,https://www.roland.com/global/support/by_product/dj-505/owners_manuals/,"Owner pp.5-9,21-23 (other-software section p.21)",Owner manual and general MIDI capability do not provide a full map. Request manufacturer control protocol or capture hardware messages; do not infer addresses from control numbers or MIDI clock output.,performance/manifest.json,performance/dj-505/owner-guide.pdf,https://static.roland.com/assets/media/pdf/DJ-505_eng02_W.pdf
Roland,DJ-808,protocol-gap,False,https://www.roland.com/global/support/by_product/dj-808/owners_manuals/,"Owner pp.5-10,21-22 (other-software section p.21)",Owner manual and general MIDI capability do not provide a full map. Request manufacturer control protocol or capture hardware messages; do not infer addresses from control numbers or MIDI clock output.,performance/manifest.json,performance/dj-808/owner-guide.pdf,https://static.roland.com/assets/media/pdf/DJ-808_eng03_W.pdf
